stop_id;station;typeNP;typePP;N_CA_Park_f;N_CA_Park_p;N_CA_Park_Tot;N_CA_Park_occ;N_AT_Park_occ;N_AT_Park_f;N_AT_Park_p;N_AT_Park_Tot;N_BTM_freq;N_BTM_rout;N_TR_freq_tue;N_TR_freq_sat;N_TR_freq_off;N_TR_amp;N_TR_ttcentr;N_TR_trcentr;P_DE_res;P_DE_job;P_DE_bas;P_DE_reg;P_DE_met;P_DI_shan;P_DI_IJI;P_DG_IC;P_DG_perm;P_DG_netw;PP_MOT_sec;PP_MOT_tert;PP_MOT_work;PP_MOT_other;PP_RID_orig;PP_RID_rid;PP_RID_dest;PP_EFF_walk;PP_EFF_bike;PP_EFF_far
8822228;Sint-Katelijne-Waver;1;4;224;0;224;179,2;204;255;0;255;0;0;68;64;4;0,665810667;8,668318744;6,308510639;2042;358,902874;105,7651667;114,4156123;127,6998858;2,253493789;54,2619;229;185;1675;0,026583584;0,353283719;0,054494339;0,036583494;0,529054864;0,135234576;0,470945136;0,132420091;0,339421613;0,528158295
8821543;Sint-Mariaburg;1;5;44;0;44;40;22;24;0;24;0;0;41;37;2;0,575069444;6,280826748;5,617021278;6996;1080,971717;177,8351351;159,8252069;120,3354763;5,269798137;75,7535;317;223;3469;0;0;0,050477159;0,077760516;0,871762325;0,016352428;0,128237675;0,642857143;0,261904762;0,095238095
8812245;Sint-Martens-Bodegem;1;2;90;0;90;145;32;98;0;98;47;2;68;36;4;0,553164063;7,811629027;6,106382978;1724;182,2695094;100,9495086;89,42270887;56,77819388;3,200698758;59,5495;195;155;2243;0;0;0,028238317;0,022441002;0,949320681;0,060176933;0,050679319;0,315217391;0,432065217;0,252717391
8894508;Sint-Niklaas;2;1;191;700;891;431;1511;1374;192;1566;1944;21;183;120;10;0,626736111;7,127017526;5,872340426;15504;9208,286793;225,066895;186,8408196;165,9793193;7,491265528;85,8315;570;389;5658;0,07489924;0,047907013;0,113792776;0,07380682;0,629975958;1,182116985;0,370024042;0,088683864;0,343814724;0,567501412
8831807;Sint-Truiden;2;1;505;0;505;404;161,6;194;8;202;374;13;43;34;2;0,594184028;5,771868636;4,96808511;11583;6134,197233;236,8236738;216,0858071;83,43545884;7,181677019;81,8797;671;458;5740;0,032359783;0,011084743;0,059347883;0,086785568;0,810422023;0,258368355;0,189577977;0,111996811;0,257473097;0,630530092
8893260;Sleidinge;4;2;3;0;3;39;93;56;0;56;84;1;38;29;2;0,501736111;6,113663372;1,393617022;3981;993,5964823;124,1492639;93,77334304;35,74848002;6,131599379;65,362;439;306;2957;0;0;0,09271716;0,043847846;0,863434994;0,026327408;0,136565006;0,38410596;0,420529801;0,195364238
8894672;Temse;4;2;96;0;96;128;254;234;0;234;0;0;43;34;2;0,521604938;6,340843923;2,882978726;8042;1418,794113;181,470898;146,7723302;96,24765986;6,125776398;78,8809;564;450;4907;0;0;0,031791298;0,060033302;0,9081754;0,105309633;0,0918246;0,213748657;0,491944146;0,294307197
8895448;Terhagen;1;5;13;0;13;12;23;30;0;30;0;0;38;0;2;0,630039063;7,137106163;5,074468084;2400;185,49339;119,9842669;78,80156599;28,44731493;4,291537267;65,7292;203;152;1938;0;0;0,009775691;0,024497975;0,965726333;0,017333573;0,034273667;0,649484536;0,298969072;0,051546392
8812252;Ternat;1;2;273;0;273;186;136;207;0;207;175;4;68;36;4;0,55937934;8,327623679;6,106382978;4806;2605,696517;149,3803332;112,1282651;54,78582199;6,488742236;76,608;420;304;3630;0,037561541;0;0,049616651;0,041765099;0,871056709;0,143574314;0,128943291;0,187888199;0,523291925;0,288819876
8833266;Testelt;1;2;169;0;169;74;108;132;0;132;26;1;43;35;2;0,579290123;7,371362699;5,393617025;1293;235,3277182;85,68639025;58,57887903;18,74409615;2,416537267;47,6799;138;130;1342;0;0;0,0121454;0,029873046;0,957981554;0,048730234;0,042018446;0,194331984;0,497975709;0,307692308
8815016;Thurn-En-Taxis;3;6;;0;;;;0;0;0;826;13;29;32;2;0,367539063;9,11089474;6,010638296;53974;6038,889766;270,565613;245,9491834;232,8414037;8,259899068;;719;438;3561;;;;;0,422789806;0,004088107;0,577210194;;;
8821964;Tielen;1;2;289;0;289;231,2;260,8;326;0;326;9;3;66;34;4;0,604938272;5,23907195;4,96808511;2461;162,2820106;120,0291947;66,71404491;24,20522069;4,716614907;58,5868;255;208;2439;0;0;0,062143442;0,071115979;0,866740579;0,116592808;0,133259421;0,239168111;0,357019064;0,403812825
8892254;Tielt;2;1;299;0;299;292;231;222;0;222;171;9;40;30;2;0,479363908;6,720759228;4,234042554;7322;3367,769645;190,1723279;164,8330081;75,10995317;7,486413043;78,4214;605;425;4463;0,033246748;0,040460664;0,071378773;0,076875466;0,778038349;0,191159878;0,221961651;0,122892877;0,283306145;0,593800979
8833308;Tienen;2;1;1597;0;1597;1277,6;315;432;0;432;388;31;131;71;6;0,706066744;7,958467449;6,617021275;8588;4546,62049;180,4514204;165,385266;90,08728707;8,126940994;79,938;397;304;4354;0,017947209;0,010040641;0,061675883;0,052183536;0,858152731;0,739456772;0,141847269;0,095275436;0,24250147;0,662223094
8895638;Tollembeek;1;2;73;0;73;73;27;26;0;26;0;0;49;28;2;0,546983507;7,414647183;4,851063832;1204;120,3778438;60,26387614;39,80239236;5,762759417;2,382569876;53,8973;104;87;1063;0;0;0,014695284;0,030342291;0,954962425;0,04055402;0,045037575;0,363888889;0,422222222;0,213888889
8831310;Tongeren;2;1;190;12;202;161,6;79,2;99;0;99;708;18;53;32;3;0,484184028;4,03533374;5,808510641;8521;3194,321274;180,2915939;140,8009949;84,77540818;6,781832298;81,5792;519;372;4628;0,022382967;0,025029229;0,083695802;0,115663958;0,753228043;0,097133419;0,246771957;0,174219537;0,325276939;0,500503525
8891314;Torhout;2;4;400;0;400;242;119;546;0;546;142;5;78;46;4;0,54595679;5,188968317;5,723404258;6894;2972,244383;177,814603;157,5770153;88,4802289;7,971661491;71,5188;620;452;5078;0,130886906;0,139873518;0,069847686;0,056077198;0,603314692;0,310859647;0,396685308;0,166666667;0,319277108;0,514056225
8821907;Turnhout;2;1;0;270;270;216;400;500;0;500;1157;26;33;17;2;0,622345679;4,408449547;4,978723403;16354;8337,962529;237,7238321;203,3137232;181,1321782;7,475737578;82,0671;646;483;6349;0,048527241;0,067174283;0,128915615;0,149253395;0,606129465;0,258695403;0,393870535;0,075525813;0,26290631;0,661567878
8814134;Ukkel-Kalevoet;3;1;74;0;74;;;28;0;28;1193;8;67;63;4;0,634456501;9,281298886;5,499999999;18809;7764,981232;282,1497215;260,8461553;213,554788;8,917895963;;760;583;3394;;;;;0,626929796;0,156983304;0,373070204;;;
8814126;Ukkel-Stalle;3;2;32;0;32;;;8;0;8;0;0;38;63;2;0,630039063;9,403852294;5,499999999;23387;4836,075002;245,6122782;228,2855731;181,564954;8,884899068;;796;588;3136;;;;;0,697335127;0,036138865;0,302664873;;;
8811270;Veltem;1;2;182;0;182;121;106;110;0;110;102;5;64;35;4;0,646684028;9,30814;7,127659572;3301;391,4737161;132,167573;77,97914794;96,15345084;4,784549689;63,7515;309;230;3204;0;0;0,032121401;0,057167706;0,910710893;0,051183098;0,089289107;0,315315315;0,504504505;0,18018018
8833050;Vertrijk;1;2;179;0;179;143,2;81,6;102;0;102;9;3;43;33;2;0,630039063;8,467344508;6,617021275;1751;424,3426465;105,2137578;50,47741309;8,079278586;3,863548137;70,8484;198;165;1913;0;0;0,022880488;0,037081925;0,940037588;0,076529361;0,059962412;0,256017505;0,363238512;0,380743982
8892304;Veurne;4;3;75;0;75;60;51;60;0;60;126;6;40;30;2;0,560418596;2,302184884;4,234042554;6551;2712,221278;196,5393659;163,2172302;138,2272519;6,218944099;75,3112;662;496;5318;0,088341484;0;0,157649879;0,153047816;0,600960821;0,080944516;0,399039179;0,182758621;0,213793103;0,603448276
8895612;Viane-Moerbeke;1;2;320;0;320;266;50;84;0;84;59;5;49;28;2;0,55937934;6,339431856;4,851063832;2388;157,4363058;115,9704018;86,49393393;65,22403561;3,095885093;53,0748;167;131;1822;0;0;0,007803602;0,041655607;0,950540791;0,072768302;0,049459209;0,252851711;0,498098859;0,24904943
8896230;Vichte;1;2;37;0;37;19;51;152;0;152;8;2;43;0;2;0,465995853;6,521439147;4,86170213;2675;986,6198298;123,7246519;80,70464267;63,46506326;6,129658385;76,5653;380;299;2532;0;0;0,025577119;0,086407175;0,888015706;0,02943437;0,111984294;0,302114804;0,395770393;0,302114804
8895489;Vijfhuizen;4;2;10;0;10;6;11;28;0;28;42;2;14;0;0;0,282226563;7,005258686;0;2323;430,7125133;134,5232777;124,0352642;103,4078976;4,433229814;71,1442;268;210;2247;0;0;0;0,006556578;0,993443422;0,002616388;0,006556578;0,303571429;0,642857143;0,053571429
8811189;Vilvoorde;2;1;47;379;426;362;558;490;257;747;1213;16;278;164;17;0,693287519;9,55477602;6,500000003;12707;8844,560528;193,3297319;167,2019978;127,8614241;7,588315217;86,5937;542;426;5507;0,041918513;0,022016243;0,284431312;0,053250058;0,59121819;0,949421942;0,40878181;0,136845039;0,404960981;0,45819398
8814118;Vorst-Oost;3;1;25;0;25;;;0;0;0;2580;6;66;63;4;0,624538966;9,581051028;5,499999999;20576;4685,67394;215,5832905;200,7798175;160,6980272;8,357919255;;673;501;2663;;;;;0,781435118;0,029924942;0,218564882;;;
8814373;Vorst-Zuid;3;6;6;0;6;;;0;0;0;0;0;64;33;4;0,54595679;9,689544956;6,563829788;6321;38178,862;107,6542055;119,5901741;101,2521609;7,861995342;;389;288;1364;;;;;0,376046936;0,043660981;0,623953064;;;
8893815;Waarschoot;4;2;10;0;10;10;95;112;0;112;6;1;38;29;2;0,501736111;5,194619903;1,17021277;4157;527,36224;120,6469098;72,87865683;47,22224803;5,470690994;75,6184;313;258;2751;0;0;0,009310898;0,039985956;0,950703146;0,026490933;0,049296854;0,370656371;0,471042471;0,158301158
8896149;Waregem;2;1;429;0;429;640;640;706;0;706;213;7;87;73;4;0,66015625;7,902958323;5,829787238;5699;2084,002359;153,7880743;130,9632294;72,45862398;8,114324534;78,2664;467;346;3465;0,048643556;0,016464936;0,054378008;0,067317732;0,813195768;0,439062679;0,186804232;0,090998043;0,313763862;0,595238095
8811429;Watermaal;3;1;55;0;55;;;26;0;26;1036;2;36;34;2;0,532697242;9,268161061;5,744680855;22631;8503,11261;228,3053412;217,9177948;182,045754;8,795613354;;756;583;3461;;;;;0,627637506;0,028453224;0,372362494;;;
8822251;Weerde;1;2;128;0;128;102,4;193,6;242;0;242;3;1;132;92;8;0,67490789;9,214366607;6,287234042;3506;652,5760511;159,9567585;93,92347291;107,460454;4,983501553;59,9444;303;236;3678;0;0;0,02009319;0,035253199;0,944653611;0,083070332;0,055346389;0,402325581;0,411627907;0,186046512
8895851;Welle;1;2;35;0;35;7;3;20;0;20;78;3;38;0;2;0,600625;8,664334469;5,074468084;3990;954,1704113;159,50548;133,7814401;132,9515882;5,791925466;63,8232;267;217;3169;;;;;0,882462373;0,020113486;0,117537627;;;
8896396;Wervik;2;2;129;0;129;22;100;192;0;192;4;1;45;35;2;0,625637056;3,86319148;4,904255318;7463;1168,614236;167,8158459;134,5089039;47,274932;6,551824534;67,0654;519;384;4591;0,050418929;0;0,045144731;0,062248873;0,842187467;0,11283175;0,157812533;0,392572944;0,452254642;0,155172414
8822525;Wespelaar-Tildonk;1;2;47;0;47;61;131;244;0;244;110;4;82;34;4;0,546983507;7,794465619;3,531914893;1926;537,0751155;117,0509009;102,3401909;64,63069983;5,885093168;74,8551;168;157;2100;0;0;0,057955003;0,048924396;0,893120601;0,071787157;0,106879399;0,347305389;0,401197605;0,251497006
8893559;Wetteren;2;1;565;0;565;259;576;395;0;395;182;8;153;103;8;0,648919753;7,866169236;5,638297875;9598;2143,467945;232,8072113;173,328337;81,75560784;6,78765528;79,1554;576;400;5291;0,06697402;0,019983083;0,046181902;0,057985501;0,808875495;0,42074796;0,191124505;0,195604396;0,356483516;0,447912088
8896370;Wevelgem;2;2;250;0;250;77;172;157;0;157;23;1;45;35;2;0,604938272;5,427207029;4,904255318;8584;1782,372396;242,0476596;161,7302793;167,6256739;7,710597826;74,0986;610;438;5151;0;0;0,02881223;0,094378228;0,876809542;0,074730594;0,123190458;0,24519774;0,571751412;0,183050847
8833233;Wezemaal;1;2;175;0;175;176;281;328;0;328;45;2;114;69;6;0,614699556;8,602587016;5,393617025;3135;231,7994392;131,0004599;105,0483038;24,1514425;5,974378882;60,197;319;252;2782;0;0;0,025609808;0,056980454;0,917409738;0,105146109;0,082590262;0,203324808;0,520460358;0,276214834
8893534;Wichelen;1;2;27;0;27;30;59;108;0;108;3;1;39;0;2;0,589909336;7,23024727;3,574468088;2612;224,8504991;150,213064;95,61544396;15,47209298;2,909549689;61,1593;230;186;2362;0;0;0,018884606;0,035312085;0,945803309;0,033195428;0,054196691;0,318627451;0,544117647;0,137254902
8833175;Wijgmaal;1;2;189;0;189;167;98;195;0;195;226;5;82;34;4;0,55937934;8,458296763;3,521276595;4087;4077,082014;144,8714783;121,7162672;124,0181143;4,304153727;69,1917;252;186;3408;0,11255039;0;0,091435097;0,064437168;0,731577345;0,076529361;0,268422655;0,364548495;0,43812709;0,197324415
8821436;Wildert;1;2;36;0;36;34;134;142;0;142;12;4;67;37;2;0,617970679;4,579141129;5,617021278;2801;212,4424689;98,37594119;90,76359107;52,09776001;3,90625;64,7829;290;280;2623;0;0;0,02423964;0,078698686;0,897061674;0,018641767;0,102938326;0,471264368;0,327586207;0,201149425
8822608;Willebroek;2;2;148;0;148;111;190;170;0;170;237;6;43;34;2;0,500752797;7,772863953;2,893617025;8490;1942,426104;161,448698;149,474328;128,376497;7,876552795;78,6071;532;401;4230;0,019066533;0;0,087761897;0,067531298;0,825640273;0,079963371;0,174359727;0,311977716;0,461002786;0,227019499
8821709;Wolfstee;1;3;126;0;126;100,8;36,8;46;0;46;2;1;34;0;2;0,56772039;6,444688552;5,117021279;47;1191,62456;12,04727962;16,06811894;19,30220601;7,617430124;77,2692;38;45;140;0;0;0,399698843;0,207698634;0,392602524;0,001471718;0,607397476;0;0;1
8893211;Wondelgem;4;2;62;0;62;51;43;42;0;42;287;6;38;29;2;0,500752797;7,640007259;1,393617022;7904;1817,435612;151,294376;142,9286526;125,9509969;7,093361801;78,5567;441;312;4097;;;;;0,782173994;0,017333573;0,217826006;;;
8895737;Zandbergen;1;2;25;0;25;30;38;42;0;42;26;1;51;31;2;0,598474151;5,918340188;4,744680851;1442;144,4747972;84,99647897;48,07202901;15,17889213;3,092003106;58,3941;99;97;1451;0;0;0,010345742;0,043451861;0,946202397;0,02600036;0,053797603;0,419087137;0,385892116;0,195020747
8811221;Zaventem;1;5;260;0;260;208;323,2;404;0;404;177;8;135;74;8;0,635563272;9,683883734;8,053191492;9367;11178,68748;187,7073179;133,3815039;136,5752911;6,94681677;81,713;466;377;5235;0,081501452;0,023409159;0,241275343;0,089556925;0,564257121;0,251990908;0,435742879;0,592203898;0,220389805;0,187406297
8891264;Zedelgem;1;2;31;0;31;57;136;252;0;252;62;2;70;46;4;0,532697242;5,745959375;5,723404258;2457;2521,990569;109,6437238;78,59222111;12,02221458;6,591614907;75,3036;299;208;2197;0;0;0,254687188;0,058741855;0,686570957;0,088630157;0,313429043;0,222222222;0,508274232;0,269503546
8891553;Zeebrugge-Dorp;4;6;8;0;8;24;43;127;0;127;101;4;16;0;1;0,284444444;3,744414286;3,138297875;2261;1353,170156;67,7022072;60,04831889;66,56313504;3,676242236;76,9794;241;237;2628;0,137173714;0;0,235411838;0,158887468;0,46852698;0,040226972;0,53147302;0,193877551;0,62244898;0,183673469
8894235;Zele;2;2;161;0;161;151;397;440;0;440;25;1;47;32;2;0,528650174;7,024267293;5,148936168;6740;2724,275359;181,8441746;157,7166317;125,6025617;7,867818323;75,2141;552;427;4062;0;0;0,059289478;0,050374469;0,890336053;0,130982944;0,109663947;0,155325444;0,642751479;0,201923077
8812062;Zellik;1;5;10;0;10;42;20;5;0;5;277;4;69;32;4;0,568767361;8,728133322;5,276595746;6778;2677,673574;164,9787954;146,8392558;163,1075456;6,038431677;78,8204;360;309;3952;0,037201599;0;0,190063025;0,054132727;0,718602649;0,070151914;0,281397351;0,4775;0,4;0,1225
8833274;Zichem;1;1;169;0;169;70;66;152;0;152;20;1;43;35;2;0,587777778;7,050908671;5,393617025;1559;110,3519256;88,97421069;66,66111494;68,46355008;1,260675466;60,7277;121;120;1338;0;0;0,020436716;0,051863208;0,927700076;0,043006884;0,072299924;0,161038961;0,405194805;0,433766234
8892635;Zingem;4;2;89;0;89;88;111;165;0;165;11;2;45;30;2;0,537777778;6,730986858;1,978723404;3231;449,7422088;155,0648247;79,1959981;11,1081021;4,286684783;60,7186;320;235;2827;0;0;0,004512377;0,033940516;0,961547107;0,069661341;0,038452893;0,282952548;0,393673111;0,323374341
8832250;Zolder;4;1;28;0;28;22,4;57,6;72;0;72;71;4;34;30;2;0,456562982;3,221656415;0,10638298;2126;997,7823528;121,5942382;130,6852688;50,29710691;4,6875;71,5097;206;177;2253;0;0;0,06388432;0,116038905;0,820076775;0,014390136;0,179923225;0,090909091;0,567099567;0,341991342
8832334;Zonhoven;4;2;39;0;39;31,2;67,2;84;0;84;94;3;34;30;2;0,466944444;4,142050015;0,10638298;2660;558,6748847;166,2481959;123,5267842;48,40353768;5,004852484;72,5964;272;210;1860;0;0;0,056379491;0,130919435;0,812701074;0,011937272;0,187298926;;;
8895208;Zottegem;2;1;552;224;776;870;391;592;0;592;325;14;138;66;6;0,651159336;6,146960158;5,404255324;8155;3307,8522;218,5109697;161,2509242;64,18535489;7,52814441;74,6342;578;424;5154;0,106470245;0,013244377;0,028892835;0,037595182;0,752865402;0,696613412;0,247134598;0,155201958;0,298898409;0,545899633
8894821;Zwijndrecht;2;5;115;0;115;98;112;172;0;172;52;1;41;32;2;0,574016686;7,191925696;3,627659575;9106;8551,317666;197,3963213;140,8163058;155,5500226;6,972049689;77,1273;613;508;5272;0;0;0,229892788;0,072371285;0,697735928;0,044805651;0,302264072;0,434042553;0,514893617;0,05106383
